"isocode","isoabbr","state_province","iso_state","date","dimension","subnational","total_change","branch","who","institution","report_date","expiration_date","report_change"
170,"CO","Cesar","CO-CES",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Cesar","CO-CES",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cesar","CO-CES",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Cesar","CO-CES",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cesar","CO-CES",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Cesar","CO-CES",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Cesar","CO-CES",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Cesar","CO-CES",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cesar","CO-CES",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Cesar","CO-CES",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cesar","CO-CES",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Cesar","CO-CES",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Cesar","CO-CES",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cesar","CO-CES",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Cesar","CO-CES",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Cesar","CO-CES",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Cesar","CO-CES",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cesar","CO-CES",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"ind_mob",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Cesar","CO-CES",2020-05-14,"ne_busn",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"publ_tr",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"restrts",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cesar","CO-CES",2020-05-14,"soc_gath",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cesar","CO-CES",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Choco","CO-CHO",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Choco","CO-CHO",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Choco","CO-CHO",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Choco","CO-CHO",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Choco","CO-CHO",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Choco","CO-CHO",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Choco","CO-CHO",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Choco","CO-CHO",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Choco","CO-CHO",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Choco","CO-CHO",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Choco","CO-CHO",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Choco","CO-CHO",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Choco","CO-CHO",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-03-18,"ind_mob",1,1,"executive leadership","Governor",NA,2020-03-20,NA,1
170,"CO","Choco","CO-CHO",2020-03-18,"ind_mob",1,1,"executive leadership","Governor",NA,2020-03-18,NA,0.2
170,"CO","Choco","CO-CHO",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Choco","CO-CHO",2020-03-18,"ne_busn",1,1,"executive leadership","Governor",NA,2020-03-20,NA,1
170,"CO","Choco","CO-CHO",2020-05-14,"publ_tr",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-03-18,"restrts",1,1,"executive leadership","Governor",NA,2020-03-18,NA,1
170,"CO","Choco","CO-CHO",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Choco","CO-CHO",2020-03-18,"soc_gath",1,0.75,"executive leadership","Governor",NA,2020-03-18,NA,0.75
170,"CO","Choco","CO-CHO",2020-05-14,"soc_gath",1,0.25,"executive leadership","President",NA,2020-05-14,2020-08-31,0.25
170,"CO","Choco","CO-CHO",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Choco","CO-CHO",2020-03-18,"wfh",1,1,"executive leadership","Governor",NA,2020-03-18,NA,1
170,"CO","Cordoba","CO-COR",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Cordoba","CO-COR",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cordoba","CO-COR",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Cordoba","CO-COR",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Cordoba","CO-COR",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cordoba","CO-COR",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Cordoba","CO-COR",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cordoba","CO-COR",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Cordoba","CO-COR",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cordoba","CO-COR",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Cordoba","CO-COR",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Cordoba","CO-COR",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Cordoba","CO-COR",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cordoba","CO-COR",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-03-16,"ind_mob",1,0.2,"executive leadership",NA,"Press office",2020-03-16,NA,0.2
170,"CO","Cordoba","CO-COR",2020-05-14,"ind_mob",1,0.8,"executive leadership","President",NA,2020-05-14,2020-08-31,0.8
170,"CO","Cordoba","CO-COR",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Cordoba","CO-COR",2020-05-14,"ne_busn",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"publ_tr",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"restrts",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cordoba","CO-COR",2020-05-14,"soc_gath",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cordoba","CO-COR",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Cundinamarca","CO-CUN",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Cundinamarca","CO-CUN",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-03-20,"ind_mob",1,1,"executive leadership","Governor",NA,2020-03-19,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Cundinamarca","CO-CUN",2020-03-20,"ne_busn",1,1,"executive leadership","Governor",NA,2020-03-19,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"publ_tr",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-03-20,"restrts",1,1,"executive leadership","Governor",NA,2020-03-19,NA,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"soc_gath",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Cundinamarca","CO-CUN",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-19,"ind_mob",1,1,"executive leadership","Mayor",NA,2020-03-19,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"ne_busn",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-03-19,"publ_tr",1,1,"executive leadership","Mayor",NA,2020-03-19,NA,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"restrts",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"soc_gath",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Distrito Capital de Bogota","CO-DC",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Guainia","CO-GUA",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guainia","CO-GUA",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Guainia","CO-GUA",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Guainia","CO-GUA",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guainia","CO-GUA",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Guainia","CO-GUA",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guainia","CO-GUA",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Guainia","CO-GUA",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guainia","CO-GUA",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Guainia","CO-GUA",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Guainia","CO-GUA",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Guainia","CO-GUA",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Guainia","CO-GUA",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-03-18,"ind_mob",1,0.2,"executive leadership","Governor",NA,2020-03-18,NA,0.2
170,"CO","Guainia","CO-GUA",2020-05-14,"ind_mob",1,0.8,"executive leadership","President",NA,2020-05-14,2020-08-31,0.8
170,"CO","Guainia","CO-GUA",2020-05-14,"land_bord",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"masks",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"med_stay",1,0.333,"executive leadership","President",NA,2020-05-14,2020-08-31,0.333
170,"CO","Guainia","CO-GUA",2020-05-14,"ne_busn",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"publ_tr",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"restrts",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"schools",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guainia","CO-GUA",2020-05-14,"sea_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Guainia","CO-GUA",2020-03-18,"soc_gath",1,0.75,"executive leadership","Governor",NA,2020-03-18,NA,0.75
170,"CO","Guainia","CO-GUA",2020-05-14,"soc_gath",1,0.25,"executive leadership","President",NA,2020-05-14,2020-08-31,0.25
170,"CO","Guainia","CO-GUA",2020-05-14,"venues",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
170,"CO","Guaviare","CO-GUV",2020-03-16,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-17,"air_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-12,"emerg",0,1,"executive leadership","Minister of Health",NA,2020-03-12,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-24,"ind_mob",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-16,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-13,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-17,"land_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-24,"land_bord",0,0.333,"executive leadership","President Duque",NA,2020-03-22,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-04-04,"masks",0,1,"missing",NA,NA,2020-04-04,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-10,"med_stay",0,0.333,"executive leadership","Minister of Health",NA,2020-03-10,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-24,"ne_busn",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guaviare","CO-GUV",2020-04-20,"publ_tr",0,1,"executive leadership","President",NA,2020-04-20,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-24,"restrts",0,1,"executive leadership","President Duque",NA,2020-03-22,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-16,"schools",0,1,"executive leadership","President Duque",NA,2020-03-15,NA,1
170,"CO","Guaviare","CO-GUV",2020-03-12,"sea_bord",0,0.333,"executive leadership","Minister of Health",NA,2020-03-12,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-17,"sea_bord",0,0.333,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.333
170,"CO","Guaviare","CO-GUV",2020-03-17,"soc_gath",0,0.5,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,0.5
170,"CO","Guaviare","CO-GUV",2020-03-24,"soc_gath",0,0.5,"executive leadership","President Duque",NA,2020-03-22,NA,0.5
170,"CO","Guaviare","CO-GUV",2020-03-17,"venues",0,1,"executive leadership","President Ivan Duque",NA,2020-03-16,NA,1
170,"CO","Guaviare","CO-GUV",2020-05-14,"air_bord",1,0.667,"executive leadership","President",NA,2020-05-14,2020-08-31,0.667
170,"CO","Guaviare","CO-GUV",2020-05-14,"emerg",1,1,"executive leadership","President",NA,2020-05-14,2020-08-31,1
