"cname","isocode","isoabbr","date","ppi.all.tot.ave","ppi.all.nat.ave","ppi.all.reg.ave","borders.all.tot.ave","borders.all.nat.ave","borders.all.reg.ave","borders.air_bord.tot.ave","borders.air_bord.nat.ave","borders.air_bord.reg.ave","borders.land_bord.tot.ave","borders.land_bord.nat.ave","borders.land_bord.reg.ave","borders.sea_bord.tot.ave","borders.sea_bord.nat.ave","borders.sea_bord.reg.ave","emerg.all.tot.ave","emerg.all.nat.ave","emerg.all.reg.ave","ind_locat.all.tot.ave","ind_locat.all.nat.ave","ind_locat.all.reg.ave","ind_locat.ind_mob.tot.ave","ind_locat.ind_mob.nat.ave","ind_locat.ind_mob.reg.ave","ind_locat.med_stay.tot.ave","ind_locat.med_stay.nat.ave","ind_locat.med_stay.reg.ave","ind_locat.publ_tr.tot.ave","ind_locat.publ_tr.nat.ave","ind_locat.publ_tr.reg.ave","masks.all.tot.ave","masks.all.nat.ave","masks.all.reg.ave","places.all.tot.ave","places.all.nat.ave","places.all.reg.ave","places.gov_offs.tot.ave","places.gov_offs.nat.ave","places.gov_offs.reg.ave","places.ne_busn.tot.ave","places.ne_busn.nat.ave","places.ne_busn.reg.ave","places.restrts.tot.ave","places.restrts.nat.ave","places.restrts.reg.ave","places.venues.tot.ave","places.venues.nat.ave","places.venues.reg.ave","places.wfh.tot.ave","places.wfh.nat.ave","places.wfh.reg.ave","soc_and_schls.all.tot.ave","soc_and_schls.all.nat.ave","soc_and_schls.all.reg.ave","soc_and_schls.schools.tot.ave","soc_and_schls.schools.nat.ave","soc_and_schls.schools.reg.ave","soc_and_schls.soc_gath.tot.ave","soc_and_schls.soc_gath.nat.ave","soc_and_schls.soc_gath.reg.ave"
"Egypt",818,"EG",2020-10-13,0.1,0.1,0.004,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.015,0.2,0.2,0,1,1,0,1,1,0.075,1,1,0,0.25,0.25,0.019,0.075,0,0.075,0.075,0,0.075,1,1,0.075,1,1,0.075,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"United States of America",840,"US",2020-10-13,0.093,0.075,0.091,0.18,0.111,0.111,0.527,0.333,0.291,0.531,0.333,0.323,0.445,0.333,0.171,1,1,0.704,0.316,0,0.316,0.552,0,0.552,0.5,0,0.5,0.188,0,0.188,0.594,0,0.594,0.177,0,0.177,0.467,0,0.467,0.497,0,0.497,0.052,0,0.052,0.732,0,0.732,0.335,0,0.335,0.33,0,0.33,0.463,0,0.463,0.437,0,0.437
"Venezuela",862,"VE",2020-10-13,0.125,0.125,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Chile",152,"CL",2020-10-14,0.1,0.1,0,0.333,0.333,0,0.667,0.667,0,1,1,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-10-14,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-10-14,0.1,0.1,0,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"El Salvador",222,"SV",2020-10-14,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.2,0.2,0,0,0,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Guatemala",320,"GT",2020-10-14,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Honduras",340,"HN",2020-10-14,0.1,0.1,0,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Israel",376,"IL",2020-10-14,0.125,0.125,0,0.333,0.333,0,0.667,0.667,0,1,1,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Jordan",400,"JO",2020-10-14,0.1,0.1,0,0.333,0.333,0,0,0,0,1,1,0,1,1,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Morocco",504,"MA",2020-10-14,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Nicaragua",558,"NI",2020-10-14,0.05,0.05,0,0.111,0.111,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",591,"PA",2020-10-14,0.1,0.1,0,0.222,0.222,0,0,0,0,0.667,0.667,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Paraguay",600,"PY",2020-10-14,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0,0,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Peru",604,"PE",2020-10-14,0.1,0.1,0,0.333,0.333,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Uruguay",858,"UY",2020-10-14,0.075,0.075,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.333,0.333,0,1,1,0,0.1,0.1,0,0,0,0,0.333,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,0.75,0.75,0
"Algeria",12,"DZ",2020-10-14,0.1,0.1,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,1,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Argentina",32,"AR",2020-10-14,0.113,0.1,0.097,0.333,0.333,0.025,1,1,0,1,1,0.075,1,1,0,1,1,0.069,0.408,0.4,0.134,0.539,0.5,0.135,1,1,0.044,1,1,0.464,1,1,0.285,0.25,0.25,0.058,1,1,0.017,0.539,0.5,0.095,0.47,0.431,0.15,1,1,0.126,1,1,0,0.497,0.438,0.474,0.925,0,0.925,0.885,0.875,0.388
"Austria",40,"AT",2020-10-14,0.075,0.075,0.039,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0,0,0,1,1,0,0.3,0.3,0.084,0.2,0.2,0.038,1,1,0.215,0.215,0,0.215,1,1,0.293,0.125,0.125,0.024,0,0,0,0,0,0,0,0,0,0.189,0,0.189,1,1,0,0.375,0.375,0.042,0.5,0.5,0.084,0.75,0.75,0
"Bolivia",68,"BO",2020-10-14,0.1,0.1,0.021,0.333,0.333,0.05,0.333,0.333,0.017,1,1,0.132,0,0,0,1,1,0,0.2,0.2,0.053,0.2,0.2,0.05,0.333,0.333,0,1,1,0.225,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.013,1,1,0,1,1,0.025
"Brazil",76,"BR",2020-10-14,0.084,0.075,0.082,0.172,0.111,0.113,0.335,0,0.335,0.482,0.333,0.248,0.479,0.333,0.29,1,1,0.881,0.307,0.3,0.159,0.035,0,0.035,1,1,0.074,0.694,0,0.694,1,1,1,0.25,0.25,0.222,1,1,0.796,0.176,0,0.176,0.079,0,0.079,0.829,0,0.829,1,1,0.801,0.33,0,0.33,0.642,0,0.642,0.159,0,0.159
"Myanmar",104,"MM",2020-10-14,0.1,0.1,0.059,0.333,0.333,0,1,1,0,0.667,0.667,0,0,0,0,0,0,0,0.333,0.314,0.148,0.401,0.286,0.182,1,1,0.142,1,1,0.334,1,1,0.383,0.25,0.25,0.018,0,0,0,1,1,0,1,1,0,1,1,0.143,1,1,0,0.5,0.5,0.191,1,1,0,1,1,0.383
"China",156,"CN",2020-10-14,0.121,0.1,0.114,0.02,0.014,0.02,0.059,0,0.059,0.043,0.043,0.043,0.043,0.043,0.043,1,1,0.956,0.469,0.3,0.422,0.845,0,0.845,1,1,0.845,0.059,0.043,0.059,0.845,0,0.845,0.231,0.125,0.211,0,0,0,0.845,0,0.845,0.845,0,0.845,1,1,0.845,1,1,0,0.5,0.5,0.422,1,1,0.043,0.845,0,0.845
"Colombia",170,"CO",2020-10-14,0.1,0.1,0.1,0.333,0.333,0.333,0.667,0.333,0.667,1,1,1,0.667,0.667,0.667,1,1,1,0.1,0.1,0.1,0,0,0,0.333,0.333,0.333,0,0,0,1,1,1,0.01,0,0.01,0.029,0,0.029,0,0,0,0,0,0,0,0,0,0.041,0,0.041,0.5,0.5,0.5,1,1,1,0,0,0
"Ecuador",218,"EC",2020-10-14,0.1,0.075,0.1,0.333,0.333,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,0,1,0.2,0.2,0.2,0.2,0,0.2,0.333,0.333,0,1,1,1,1,1,1,0.25,0,0.25,1,0,1,0,0,0,0,0,0,0.141,0,0.141,1,0,1,0.5,0.25,0.5,1,0.5,1,0.571,0,0.571
"Indonesia",360,"ID",2020-10-14,0.1,0.1,0.082,0.333,0.333,0.004,1,1,0.012,1,1,0.012,1,1,0.012,1,1,0.84,0.371,0.3,0.287,0.573,0,0.573,1,1,0.236,1,1,0.707,0.707,0,0.707,0.177,0,0.177,0,0,0,0.707,0,0.707,0.707,0,0.707,0.707,0,0.707,0,0,0,0.5,0.5,0.373,0.746,0,0.746,1,1,0.707
"South Korea",410,"KR",2020-10-14,0.103,0.103,0.014,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.339,0.339,0,0.255,0.255,0,1,1,0,0,0,0,1,1,0.191,0.149,0.149,0,0,0,0,0,0,0,0.191,0.191,0,1,1,0,0,0,0,0.5,0.5,0.072,1,1,0,0.548,0.5,0.143
"Malaysia",458,"MY",2020-10-14,0.097,0.097,0.036,0.165,0.165,0.07,0.496,0.496,0.096,0.496,0.496,0.211,0.496,0.496,0.096,0,0,0,0.389,0.389,0.144,0.444,0.444,0.115,1,1,0.287,1,1,0,1,1,0,0.061,0.061,0,0.243,0.243,0,0,0,0,0,0,0,0.243,0.243,0,0.243,0.243,0,0.216,0.216,0,0.243,0.243,0,0.372,0.372,0
"Mexico",484,"MX",2020-10-14,0.104,0.1,0.06,0.111,0.111,0.111,0,0,0,0.333,0.333,0.333,0.333,0.333,0.333,0.094,0,0.094,0.204,0.1,0.157,0.154,0,0.154,0.364,0.333,0.046,0.354,0,0.354,0.717,0,0.717,0.25,0.25,0.154,1,1,0.364,1,1,0.067,1,1,0.091,1,1,0.632,1,1,0.345,0.5,0.5,0.035,1,1,0.033,0.511,0.5,0.037
"Nigeria",566,"NG",2020-10-14,0.093,0.013,0.09,0.305,0.033,0.292,0.49,0.058,0.49,0.897,0.083,0.814,0.362,0.065,0.297,0.079,0,0.079,0.277,0.044,0.255,0.357,0.088,0.274,0.575,0.083,0.557,0.61,0.083,0.592,0.889,0.109,0.78,0.221,0.021,0.221,0.617,0.083,0.599,0.664,0.083,0.664,0.637,0.083,0.619,0.67,0.083,0.651,0.725,0.083,0.707,0.36,0.032,0.36,0.324,0.065,0.324,0.663,0.065,0.647
"Philippines",608,"PH",2020-10-14,0.095,0.083,0.039,0.182,0.113,0.107,0.547,0.34,0.321,0.547,0.34,0.321,0.547,0.34,0.321,1,1,0.321,0.358,0.301,0.152,0.438,0.232,0.303,1,1,0.263,0.643,0.569,0.276,1,1,0.263,0.157,0.142,0.066,0.263,0.01,0.263,0.63,0.569,0.263,0.263,0.01,0.263,0.63,0.569,0.263,0.494,0.305,0.263,0.298,0.251,0.132,0.562,0.437,0.263,0.531,0.426,0.256
"Vietnam",704,"VN",2020-10-14,0.1,0.1,0.002,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0.401,0.4,0.009,0.802,0.8,0.012,1,1,0.024,0.012,0.012,0.012,0.012,0,0.012,0.25,0.25,0.003,0,0,0,1,1,0.012,1,1,0.012,1,1,0.012,0,0,0,0.5,0.5,0.006,1,1,0.012,1,1,0.012
"South Africa",710,"ZA",2020-10-14,0.078,0.075,0.047,0.333,0.333,0.011,0.35,0.333,0.034,1,1,0.034,1,1,0.034,1,1,0,0.3,0.3,0.027,0.2,0.2,0,1,1,0.089,1,1,0,1,1,0.067,0.25,0.25,0.164,1,1,0.654,1,1,0.354,1,1,0,0,0,0,1,1,0,0.281,0.25,0.14,0.563,0.5,0.28,0.25,0.25,0
"Tunisia",788,"TN",2020-10-14,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.039,0.039,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-10-14,0.1,0.1,0.004,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.015,0.2,0.2,0,1,1,0,1,1,0.075,1,1,0,0.25,0.25,0.019,0.075,0,0.075,0.075,0,0.075,1,1,0.075,1,1,0.075,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"United States of America",840,"US",2020-10-14,0.093,0.075,0.091,0.18,0.111,0.111,0.527,0.333,0.291,0.531,0.333,0.323,0.445,0.333,0.171,1,1,0.704,0.316,0,0.316,0.552,0,0.552,0.5,0,0.5,0.188,0,0.188,0.594,0,0.594,0.177,0,0.177,0.467,0,0.467,0.497,0,0.497,0.052,0,0.052,0.732,0,0.732,0.335,0,0.335,0.33,0,0.33,0.463,0,0.463,0.437,0,0.437
"Venezuela",862,"VE",2020-10-14,0.125,0.125,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Chile",152,"CL",2020-10-15,0.1,0.1,0,0.333,0.333,0,0.667,0.667,0,1,1,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-10-15,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-10-15,0.1,0.1,0,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"El Salvador",222,"SV",2020-10-15,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.2,0.2,0,0,0,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Guatemala",320,"GT",2020-10-15,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Honduras",340,"HN",2020-10-15,0.1,0.1,0,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Israel",376,"IL",2020-10-15,0.125,0.125,0,0.333,0.333,0,0.667,0.667,0,1,1,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Jordan",400,"JO",2020-10-15,0.1,0.1,0,0.333,0.333,0,0,0,0,1,1,0,1,1,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Morocco",504,"MA",2020-10-15,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Nicaragua",558,"NI",2020-10-15,0.05,0.05,0,0.111,0.111,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",591,"PA",2020-10-15,0.1,0.1,0,0.222,0.222,0,0,0,0,0.667,0.667,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Paraguay",600,"PY",2020-10-15,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0,0,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Peru",604,"PE",2020-10-15,0.1,0.1,0,0.333,0.333,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Uruguay",858,"UY",2020-10-15,0.075,0.075,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.333,0.333,0,1,1,0,0.1,0.1,0,0,0,0,0.333,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,0.75,0.75,0
"Algeria",12,"DZ",2020-10-15,0.1,0.1,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,1,0,1,1,0,0.2,0.2,0,0.2,0.2,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Argentina",32,"AR",2020-10-15,0.113,0.1,0.097,0.333,0.333,0.025,1,1,0,1,1,0.075,1,1,0,1,1,0.069,0.408,0.4,0.134,0.539,0.5,0.135,1,1,0.044,1,1,0.464,1,1,0.285,0.25,0.25,0.058,1,1,0.017,0.539,0.5,0.095,0.47,0.431,0.15,1,1,0.126,1,1,0,0.497,0.438,0.474,0.925,0,0.925,0.885,0.875,0.388
"Austria",40,"AT",2020-10-15,0.075,0.075,0.039,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0,0,0,1,1,0,0.3,0.3,0.084,0.2,0.2,0.038,1,1,0.215,0.215,0,0.215,1,1,0.293,0.125,0.125,0.024,0,0,0,0,0,0,0,0,0,0.189,0,0.189,1,1,0,0.375,0.375,0.042,0.5,0.5,0.084,0.75,0.75,0
"Bolivia",68,"BO",2020-10-15,0.1,0.1,0.021,0.333,0.333,0.05,0.333,0.333,0.017,1,1,0.132,0,0,0,1,1,0,0.2,0.2,0.053,0.2,0.2,0.05,0.333,0.333,0,1,1,0.225,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.013,1,1,0,1,1,0.025
"Brazil",76,"BR",2020-10-15,0.084,0.075,0.082,0.172,0.111,0.113,0.335,0,0.335,0.482,0.333,0.248,0.479,0.333,0.29,1,1,0.881,0.307,0.3,0.159,0.035,0,0.035,1,1,0.074,0.694,0,0.694,1,1,1,0.25,0.25,0.222,1,1,0.796,0.176,0,0.176,0.079,0,0.079,0.829,0,0.829,1,1,0.801,0.33,0,0.33,0.642,0,0.642,0.159,0,0.159
"Myanmar",104,"MM",2020-10-15,0.1,0.1,0.059,0.333,0.333,0,1,1,0,0.667,0.667,0,0,0,0,0,0,0,0.333,0.314,0.148,0.401,0.286,0.182,1,1,0.142,1,1,0.334,1,1,0.383,0.25,0.25,0.018,0,0,0,1,1,0,1,1,0,1,1,0.143,1,1,0,0.5,0.5,0.191,1,1,0,1,1,0.383
"China",156,"CN",2020-10-15,0.121,0.1,0.114,0.02,0.014,0.02,0.059,0,0.059,0.043,0.043,0.043,0.043,0.043,0.043,1,1,0.956,0.469,0.3,0.422,0.845,0,0.845,1,1,0.845,0.059,0.043,0.059,0.845,0,0.845,0.231,0.125,0.211,0,0,0,0.845,0,0.845,0.845,0,0.845,1,1,0.845,1,1,0,0.5,0.5,0.422,1,1,0.043,0.845,0,0.845
"Colombia",170,"CO",2020-10-15,0.1,0.1,0.1,0.333,0.333,0.333,0.667,0.333,0.667,1,1,1,0.667,0.667,0.667,1,1,1,0.1,0.1,0.1,0,0,0,0.333,0.333,0.333,0,0,0,1,1,1,0.01,0,0.01,0.029,0,0.029,0,0,0,0,0,0,0,0,0,0.041,0,0.041,0.5,0.5,0.5,1,1,1,0,0,0
"Ecuador",218,"EC",2020-10-15,0.1,0.075,0.1,0.333,0.333,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,0,1,0.2,0.2,0.2,0.2,0,0.2,0.333,0.333,0,1,1,1,1,1,1,0.25,0,0.25,1,0,1,0,0,0,0,0,0,0.141,0,0.141,1,0,1,0.5,0.25,0.5,1,0.5,1,0.571,0,0.571
"Indonesia",360,"ID",2020-10-15,0.1,0.1,0.082,0.333,0.333,0.004,1,1,0.012,1,1,0.012,1,1,0.012,1,1,0.84,0.371,0.3,0.287,0.573,0,0.573,1,1,0.236,1,1,0.707,0.707,0,0.707,0.177,0,0.177,0,0,0,0.707,0,0.707,0.707,0,0.707,0.707,0,0.707,0,0,0,0.5,0.5,0.373,0.746,0,0.746,1,1,0.707
"South Korea",410,"KR",2020-10-15,0.103,0.103,0.014,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.339,0.339,0,0.255,0.255,0,1,1,0,0,0,0,1,1,0.191,0.149,0.149,0,0,0,0,0,0,0,0.191,0.191,0,1,1,0,0,0,0,0.5,0.5,0.072,1,1,0,0.548,0.5,0.143
"Malaysia",458,"MY",2020-10-15,0.097,0.097,0.036,0.165,0.165,0.07,0.496,0.496,0.096,0.496,0.496,0.211,0.496,0.496,0.096,0,0,0,0.389,0.389,0.144,0.444,0.444,0.115,1,1,0.287,1,1,0,1,1,0,0.061,0.061,0,0.243,0.243,0,0,0,0,0,0,0,0.243,0.243,0,0.243,0.243,0,0.216,0.216,0,0.243,0.243,0,0.372,0.372,0
"Mexico",484,"MX",2020-10-15,0.104,0.1,0.06,0.111,0.111,0.111,0,0,0,0.333,0.333,0.333,0.333,0.333,0.333,0.094,0,0.094,0.204,0.1,0.157,0.154,0,0.154,0.364,0.333,0.046,0.354,0,0.354,0.717,0,0.717,0.25,0.25,0.154,1,1,0.364,1,1,0.067,1,1,0.091,1,1,0.632,1,1,0.345,0.5,0.5,0.035,1,1,0.033,0.511,0.5,0.037
"Nigeria",566,"NG",2020-10-15,0.093,0.013,0.09,0.305,0.033,0.292,0.49,0.058,0.49,0.897,0.083,0.814,0.362,0.065,0.297,0.079,0,0.079,0.277,0.044,0.255,0.357,0.088,0.274,0.575,0.083,0.557,0.61,0.083,0.592,0.889,0.109,0.78,0.221,0.021,0.221,0.617,0.083,0.599,0.664,0.083,0.664,0.637,0.083,0.619,0.67,0.083,0.651,0.725,0.083,0.707,0.36,0.032,0.36,0.324,0.065,0.324,0.663,0.065,0.647
"Philippines",608,"PH",2020-10-15,0.095,0.083,0.039,0.182,0.113,0.107,0.547,0.34,0.321,0.547,0.34,0.321,0.547,0.34,0.321,1,1,0.321,0.358,0.301,0.152,0.438,0.232,0.303,1,1,0.263,0.643,0.569,0.276,1,1,0.263,0.157,0.142,0.066,0.263,0.01,0.263,0.63,0.569,0.263,0.263,0.01,0.263,0.63,0.569,0.263,0.494,0.305,0.263,0.298,0.251,0.132,0.562,0.437,0.263,0.531,0.426,0.256
"Vietnam",704,"VN",2020-10-15,0.1,0.1,0.002,0.222,0.222,0,0.333,0.333,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0.401,0.4,0.009,0.802,0.8,0.012,1,1,0.024,0.012,0.012,0.012,0.012,0,0.012,0.25,0.25,0.003,0,0,0,1,1,0.012,1,1,0.012,1,1,0.012,0,0,0,0.5,0.5,0.006,1,1,0.012,1,1,0.012
