"cname","isocode","isoabbr","date","ppi.all.tot.ave.2","ppi.all.nat.ave.2","ppi.all.reg.ave.2","borders.all.tot.ave.2","borders.all.nat.ave.2","borders.all.reg.ave.2","emerg.all.tot.ave.2","emerg.all.nat.ave.2","emerg.all.reg.ave.2","ind_locat.all.tot.ave.2","ind_locat.all.nat.ave.2","ind_locat.all.reg.ave.2","ind_locat.ind_mob.tot.ave.2","ind_locat.ind_mob.nat.ave.2","ind_locat.ind_mob.reg.ave.2","ind_locat.med_quar.tot.ave.2","ind_locat.med_quar.nat.ave.2","ind_locat.med_quar.reg.ave.2","ind_locat.med_stay.tot.ave.2","ind_locat.med_stay.nat.ave.2","ind_locat.med_stay.reg.ave.2","ind_locat.pub_transp.tot.ave.2","ind_locat.pub_transp.nat.ave.2","ind_locat.pub_transp.reg.ave.2","med_mandate.all.tot.ave.2","med_mandate.all.nat.ave.2","med_mandate.all.reg.ave.2","med_mandate.dist_mand.tot.ave.2","med_mandate.dist_mand.nat.ave.2","med_mandate.dist_mand.reg.ave.2","med_mandate.masks.tot.ave.2","med_mandate.masks.nat.ave.2","med_mandate.masks.reg.ave.2","places.all.tot.ave.2","places.all.nat.ave.2","places.all.reg.ave.2","places.gov_offs.tot.ave.2","places.gov_offs.nat.ave.2","places.gov_offs.reg.ave.2","places.ne_busn.tot.ave.2","places.ne_busn.nat.ave.2","places.ne_busn.reg.ave.2","places.restrts.tot.ave.2","places.restrts.nat.ave.2","places.restrts.reg.ave.2","places.venues.tot.ave.2","places.venues.nat.ave.2","places.venues.reg.ave.2","places.wfh.tot.ave.2","places.wfh.nat.ave.2","places.wfh.reg.ave.2","soc_and_schls.all.tot.ave.2","soc_and_schls.all.nat.ave.2","soc_and_schls.all.reg.ave.2","soc_and_schls.schools.tot.ave.2","soc_and_schls.schools.nat.ave.2","soc_and_schls.schools.reg.ave.2","soc_and_schls.soc_gath.tot.ave.2","soc_and_schls.soc_gath.nat.ave.2","soc_and_schls.soc_gath.reg.ave.2"
"Bolivia",68,"BO",2020-08-09,0.11,0.11,0.022,1,1,0.145,1,1,0,0.2,0.2,0.035,0.4,0.4,0.05,0,0,0,1,1,0,0.525,0.5,0.137,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.013,1,1,0,1,1,0.025
"Brazil",76,"BR",2020-08-09,0.109,0.055,0.109,0.32,0,0.32,1,1,0.881,0.12,0.1,0.091,0.049,0,0.049,0.529,0.5,0.061,1,1,0.074,0.356,0,0.356,0.48,0.4,0.48,0.702,0,0.702,0.8,0.667,0.8,0.25,0.25,0.228,1,1,0.815,0.209,0,0.209,0.491,0,0.491,0.735,0,0.735,1,1,0.801,0.491,0,0.491,0.966,0,0.966,0.335,0,0.335
"Myanmar",104,"MM",2020-08-09,0.11,0.11,0.063,1,1,0,0,0,0,0.238,0.2,0.091,0.315,0.2,0.182,1,1,0,0,0,0,0.5,0.5,0.167,0.6,0.6,0.23,0,0,0,1,1,0.383,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0.191,1,1,0,1,1,0.383
"China",156,"CN",2020-08-09,0.133,0.11,0.12,0.059,0.043,0.059,1,1,0.956,0.438,0.104,0.422,0.845,0,0.845,0.5,0.5,0.422,0.845,0,0.845,0.059,0.043,0.059,0.507,0,0.507,0,0,0,0.845,0,0.845,0.231,0.125,0.211,0,0,0,0.845,0,0.845,0.845,0,0.845,1,1,0.845,1,1,0,0.5,0.5,0.422,1,1,0.043,0.845,0,0.845
"Colombia",170,"CO",2020-08-09,0.137,0.137,0.137,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.093,0,0.093,1,1,1,0.5,0.5,0.5,0.6,0.6,0.6,0,0,0,1,1,1,0.25,0.25,0.25,0.029,0,0.029,1,1,1,1,1,1,1,1,1,0.041,0,0.041,0.5,0.5,0.5,1,1,1,1,1,1
"Ecuador",218,"EC",2020-08-09,0.11,0.11,0.11,0.25,0.25,0,1,1,1,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0,1,1,0,0.5,0.5,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.25,0.25,0.25,1,1,1,0,0,0,0.25,0.25,0.25,0.071,0.071,0.071,1,1,1,0.5,0.5,0.5,1,1,1,0.571,0.571,0.571
"India",356,"IN",2020-08-09,0.124,0.11,0.124,0.739,0.625,0.537,0,0,0,0.381,0.2,0.36,0.762,0.4,0.649,1,1,0.685,1,1,0.772,0.666,0.5,0.664,0.6,0.6,0.515,1,1,0.668,1,1,0.818,0.229,0.125,0.229,0.654,0,0.654,0.583,0,0.583,0.736,0,0.736,1,1,0.901,1,1,0.648,0.5,0.5,0.5,1,1,0.988,0.903,0.5,0.85
"Indonesia",360,"ID",2020-08-09,0.11,0.11,0.086,1,1,0.012,1,1,0.84,0.341,0.2,0.287,0.573,0,0.573,1,1,0,0.707,0,0.707,1,1,0.354,0.541,0.4,0.424,1,1,0.707,0.707,0,0.707,0.177,0,0.177,0,0,0,0.707,0,0.707,0.707,0,0.707,0.707,0,0.707,0,0,0,0.5,0.5,0.373,0.746,0,0.746,1,1,0.707
"South Korea",410,"KR",2020-08-09,0.112,0.112,0,0.25,0.25,0,0,0,0,0.269,0.269,0,0.255,0.255,0,1,1,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.074,0.074,0,0,0,0,0,0,0,0,0,0,0.596,0.596,0,0,0,0,0.5,0.5,0,1,1,0,0.048,0.048,0
"Malaysia",458,"MY",2020-08-09,0.1,0.093,0.032,0.743,0.7,0.187,0,0,0,0.295,0.26,0.115,0.316,0.2,0.115,1,1,0.287,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.25,0.25,0
"Mexico",484,"MX",2020-08-09,0.114,0.11,0.07,0.25,0.25,0.25,0.094,0,0.094,0.166,0.1,0.118,0.154,0,0.154,0.046,0,0.046,1,1,0,0.169,0,0.169,0.495,0.4,0.355,1,1,0.126,0.584,0,0.584,0.25,0.25,0.191,1,1,0.364,1,1,0.485,1,1,0.606,1,1,0.709,1,1,0.345,0.5,0.5,0.052,1,1,0.033,0.528,0.5,0.072
"Nigeria",566,"NG",2020-08-09,0.116,0.015,0.113,0.885,0.091,0.849,0.079,0,0.079,0.256,0.044,0.22,0.429,0.088,0.346,0.457,0.083,0.407,0.533,0.083,0.515,0.442,0.083,0.391,0.439,0.065,0.399,0.621,0.091,0.596,0.645,0.109,0.536,0.217,0.021,0.217,0.646,0.083,0.628,0.607,0.083,0.607,0.7,0.083,0.682,0.694,0.083,0.675,0.775,0.083,0.757,0.447,0.032,0.447,0.807,0.065,0.807,0.715,0.065,0.699
"Pakistan",586,"PK",2020-08-09,0.112,0.11,0.112,1,1,0.539,0,0,0,0.407,0.15,0.407,0.813,0,0.813,0.99,0.5,0.981,1,1,0.981,0.935,0.75,0.876,0.596,0.4,0.589,0.981,0,0.981,0.994,0.667,0.981,0.25,0.25,0.25,1,1,0.995,0.905,0.625,0.747,0.812,0,0.812,0.995,0.75,0.981,1,1,1,0.5,0.5,0.49,1,1,0.981,0.971,0.25,0.966
"Philippines",608,"PH",2020-08-09,0.101,0.086,0.04,0.566,0.346,0.293,1,1,0.293,0.309,0.226,0.141,0.472,0.243,0.281,1,1,0.236,0,0,0,0.438,0.24,0.249,0.6,0.6,0.141,1,1,0.236,1,1,0.236,0.131,0.086,0.059,0.363,0.128,0.236,0.426,0.216,0.236,0.522,0.346,0.236,0.489,0.303,0.236,0.363,0.128,0.236,0.276,0.196,0.118,0.489,0.303,0.236,0.52,0.359,0.236
"Vietnam",704,"VN",2020-08-09,0.11,0.11,0.002,0.629,0.629,0,0,0,0,0.401,0.4,0.008,0.802,0.8,0.012,1,1,0.024,1,1,0,0.012,0.012,0.012,0.007,0,0.007,0.012,0,0.012,0.012,0,0.012,0.25,0.25,0.003,0,0,0,1,1,0.012,1,1,0.012,1,1,0.012,0,0,0,0.5,0.5,0.006,1,1,0.012,1,1,0.012
"South Africa",710,"ZA",2020-08-09,0.11,0.11,0.05,1,1,0.032,1,1,0,0.158,0.15,0.033,0.2,0.2,0,0.582,0.5,0.164,1,1,0.113,0.75,0.75,0,0.6,0.6,0,0,0,0,1,1,0,0.25,0.25,0.164,1,1,0.654,0.758,0.625,0.354,0.875,0.875,0,0.75,0.75,0,1,1,0,0.281,0.25,0.14,0.563,0.5,0.28,0.25,0.25,0
"Tunisia",788,"TN",2020-08-09,0.11,0.11,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.116,0.116,0,1,1,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-08-09,0.11,0.11,0.004,0.25,0.25,0,0,0,0,0.2,0.2,0.011,0.2,0.2,0,1,1,0,1,1,0,0.75,0.75,0.057,0.6,0.6,0,0,0,0,1,1,0,0.192,0.188,0.019,0.075,0,0.075,0.047,0,0.047,0.759,0.75,0.066,0.519,0.5,0.057,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"United States of America",840,"US",2020-08-09,0.105,0.041,0.105,0.473,0.25,0.317,1,1,0.777,0.3,0,0.3,0.552,0,0.552,0.282,0,0.282,0.359,0,0.359,0.137,0,0.137,0.333,0,0.333,0.422,0,0.422,0.494,0,0.494,0.178,0,0.178,0.467,0,0.467,0.294,0,0.294,0.399,0,0.399,0.568,0,0.568,0.335,0,0.335,0.357,0,0.357,0.528,0,0.528,0.475,0,0.475
"Venezuela",862,"VE",2020-08-09,0.137,0.137,0,0.25,0.25,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Chile",152,"CL",2020-08-10,0.11,0.11,0,1,1,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-08-10,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-08-10,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"El Salvador",222,"SV",2020-08-10,0.11,0.11,0,0.625,0.625,0,1,1,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Guatemala",320,"GT",2020-08-10,0.11,0.11,0,0.25,0.25,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.25,0.25,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Honduras",340,"HN",2020-08-10,0.11,0.11,0,0.25,0.25,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,0.5,0.5,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Israel",376,"IL",2020-08-10,0.11,0.11,0,1,1,0,1,1,0,0.2,0.2,0,0.4,0.4,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.25,0.25,0,1,1,0,1,1,0,0.375,0.375,0,0.5,0.5,0,0.75,0.75,0
"Jordan",400,"JO",2020-08-10,0.137,0.137,0,0.625,0.625,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0.625,0.625,0,0.875,0.875,0,0.75,0.75,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Kuwait",414,"KW",2020-08-10,0.055,0.055,0,0.25,0.25,0,0,0,0,0.1,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.25,0.25,0,0.5,0.5,0,0,0,0
"Morocco",504,"MA",2020-08-10,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Nicaragua",558,"NI",2020-08-10,0.082,0.082,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",591,"PA",2020-08-10,0.11,0.11,0,0.625,0.625,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,0.25,0.25,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Paraguay",600,"PY",2020-08-10,0.11,0.11,0,0.625,0.625,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Peru",604,"PE",2020-08-10,0.11,0.11,0,0.625,0.625,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Uruguay",858,"UY",2020-08-10,0.11,0.11,0,1,1,0,1,1,0,0.1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Algeria",12,"DZ",2020-08-10,0.11,0.11,0,1,1,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Argentina",32,"AR",2020-08-10,0.115,0.112,0.073,1,1,0.075,1,1,0.069,0.27,0.227,0.119,0.251,0.088,0.173,1,1,0.044,1,1,0.044,0.544,0.544,0.232,0.6,0.6,0.156,1,1,0,1,1,0.259,0.25,0.25,0.06,1,1,0.017,0.162,0.088,0.082,0.393,0.316,0.206,0.563,0.544,0.038,1,1,0,0.5,0.5,0.299,1,1,0.251,0.804,0.772,0.385
"Austria",40,"AT",2020-08-10,0.055,0.055,0.022,0.25,0.25,0,0,0,0,0.2,0.2,0.021,0,0,0,1,1,0.054,1,1,0.215,0.107,0,0.107,0.4,0.4,0.117,0.584,0.5,0.167,0.667,0.667,0.195,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.146,0.125,0.042,0.084,0,0.084,0.25,0.25,0
"Bolivia",68,"BO",2020-08-10,0.11,0.11,0.022,1,1,0.145,1,1,0,0.2,0.2,0.035,0.4,0.4,0.05,0,0,0,1,1,0,0.525,0.5,0.137,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.013,1,1,0,1,1,0.025
"Brazil",76,"BR",2020-08-10,0.109,0.055,0.109,0.32,0,0.32,1,1,0.881,0.118,0.1,0.089,0.046,0,0.046,0.529,0.5,0.061,1,1,0.074,0.348,0,0.348,0.48,0.4,0.48,0.702,0,0.702,0.8,0.667,0.8,0.25,0.25,0.228,1,1,0.815,0.209,0,0.209,0.491,0,0.491,0.735,0,0.735,1,1,0.801,0.491,0,0.491,0.966,0,0.966,0.335,0,0.335
"Myanmar",104,"MM",2020-08-10,0.11,0.11,0.063,1,1,0,0,0,0,0.238,0.2,0.091,0.315,0.2,0.182,1,1,0,0,0,0,0.5,0.5,0.167,0.6,0.6,0.23,0,0,0,1,1,0.383,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0.191,1,1,0,1,1,0.383
"China",156,"CN",2020-08-10,0.133,0.11,0.12,0.059,0.043,0.059,1,1,0.956,0.438,0.104,0.422,0.845,0,0.845,0.5,0.5,0.422,0.845,0,0.845,0.059,0.043,0.059,0.507,0,0.507,0,0,0,0.845,0,0.845,0.231,0.125,0.211,0,0,0,0.845,0,0.845,0.845,0,0.845,1,1,0.845,1,1,0,0.5,0.5,0.422,1,1,0.043,0.845,0,0.845
"Colombia",170,"CO",2020-08-10,0.137,0.137,0.137,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.093,0,0.093,1,1,1,0.5,0.5,0.5,0.6,0.6,0.6,0,0,0,1,1,1,0.25,0.25,0.25,0.029,0,0.029,1,1,1,1,1,1,1,1,1,0.041,0,0.041,0.5,0.5,0.5,1,1,1,1,1,1
"Ecuador",218,"EC",2020-08-10,0.11,0.11,0.11,0.25,0.25,0,1,1,1,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0,1,1,0,0.5,0.5,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.25,0.25,0.25,1,1,1,0,0,0,0.25,0.25,0.25,0.071,0.071,0.071,1,1,1,0.5,0.5,0.5,1,1,1,0.571,0.571,0.571
"India",356,"IN",2020-08-10,0.123,0.11,0.123,0.739,0.625,0.52,0,0,0,0.367,0.2,0.346,0.734,0.4,0.602,1,1,0.708,1,1,0.819,0.654,0.5,0.653,0.6,0.6,0.524,1,1,0.715,1,1,0.833,0.234,0.125,0.234,0.654,0,0.654,0.565,0,0.565,0.783,0,0.783,1,1,0.913,1,1,0.694,0.5,0.5,0.5,1,1,0.988,0.879,0.5,0.815
"Indonesia",360,"ID",2020-08-10,0.11,0.11,0.086,1,1,0.012,1,1,0.84,0.341,0.2,0.287,0.573,0,0.573,1,1,0,0.707,0,0.707,1,1,0.354,0.541,0.4,0.424,1,1,0.707,0.707,0,0.707,0.177,0,0.177,0,0,0,0.707,0,0.707,0.707,0,0.707,0.707,0,0.707,0,0,0,0.5,0.5,0.373,0.746,0,0.746,1,1,0.707
"South Korea",410,"KR",2020-08-10,0.112,0.112,0,0.25,0.25,0,0,0,0,0.269,0.269,0,0.255,0.255,0,1,1,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.074,0.074,0,0,0,0,0,0,0,0,0,0,0.596,0.596,0,0,0,0,0.5,0.5,0,1,1,0,0.048,0.048,0
"Malaysia",458,"MY",2020-08-10,0.1,0.093,0.032,0.743,0.7,0.187,0,0,0,0.295,0.26,0.115,0.316,0.2,0.115,1,1,0.287,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.25,0.25,0
"Mexico",484,"MX",2020-08-10,0.114,0.11,0.07,0.25,0.25,0.25,0.094,0,0.094,0.166,0.1,0.118,0.154,0,0.154,0.046,0,0.046,1,1,0,0.169,0,0.169,0.495,0.4,0.355,1,1,0.126,0.584,0,0.584,0.25,0.25,0.191,1,1,0.364,1,1,0.485,1,1,0.606,1,1,0.709,1,1,0.345,0.5,0.5,0.052,1,1,0.033,0.528,0.5,0.072
"Nigeria",566,"NG",2020-08-10,0.116,0.015,0.113,0.885,0.091,0.849,0.079,0,0.079,0.256,0.044,0.22,0.429,0.088,0.346,0.457,0.083,0.407,0.533,0.083,0.515,0.442,0.083,0.391,0.439,0.065,0.399,0.606,0.091,0.581,0.666,0.109,0.556,0.217,0.021,0.217,0.646,0.083,0.628,0.607,0.083,0.607,0.7,0.083,0.682,0.694,0.083,0.675,0.775,0.083,0.757,0.436,0.032,0.436,0.783,0.065,0.783,0.715,0.065,0.699
"Pakistan",586,"PK",2020-08-10,0.112,0.11,0.112,1,1,0.538,0,0,0,0.407,0.15,0.406,0.812,0,0.812,0.988,0.5,0.979,1,1,0.981,0.935,0.75,0.876,0.596,0.4,0.589,0.981,0,0.981,0.994,0.667,0.981,0.25,0.25,0.249,1,1,0.995,0.903,0.625,0.742,0.807,0,0.807,0.994,0.75,0.976,1,1,1,0.5,0.5,0.49,1,1,0.981,0.968,0.25,0.962
"Philippines",608,"PH",2020-08-10,0.101,0.086,0.04,0.566,0.346,0.293,1,1,0.293,0.309,0.226,0.141,0.472,0.243,0.281,1,1,0.236,0,0,0,0.438,0.24,0.249,0.6,0.6,0.141,1,1,0.236,1,1,0.236,0.131,0.086,0.059,0.363,0.128,0.236,0.426,0.216,0.236,0.522,0.346,0.236,0.489,0.303,0.236,0.363,0.128,0.236,0.276,0.196,0.118,0.489,0.303,0.236,0.52,0.359,0.236
"Vietnam",704,"VN",2020-08-10,0.11,0.11,0.002,0.629,0.629,0,0,0,0,0.401,0.4,0.008,0.802,0.8,0.012,1,1,0.024,1,1,0,0.012,0.012,0.012,0.007,0,0.007,0.012,0,0.012,0.012,0,0.012,0.25,0.25,0.003,0,0,0,1,1,0.012,1,1,0.012,1,1,0.012,0,0,0,0.5,0.5,0.006,1,1,0.012,1,1,0.012
"South Africa",710,"ZA",2020-08-10,0.11,0.11,0.05,1,1,0.032,1,1,0,0.158,0.15,0.033,0.2,0.2,0,0.582,0.5,0.164,1,1,0.113,0.75,0.75,0,0.6,0.6,0,0,0,0,1,1,0,0.25,0.25,0.164,1,1,0.654,0.758,0.625,0.354,0.875,0.875,0,0.75,0.75,0,1,1,0,0.281,0.25,0.14,0.563,0.5,0.28,0.25,0.25,0
"Tunisia",788,"TN",2020-08-10,0.11,0.11,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.116,0.116,0,1,1,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-08-10,0.11,0.11,0.004,0.25,0.25,0,0,0,0,0.2,0.2,0.011,0.2,0.2,0,1,1,0,1,1,0,0.75,0.75,0.057,0.6,0.6,0,0,0,0,1,1,0,0.192,0.188,0.019,0.075,0,0.075,0.047,0,0.047,0.759,0.75,0.066,0.519,0.5,0.057,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"United States of America",840,"US",2020-08-10,0.105,0.041,0.105,0.473,0.25,0.317,1,1,0.777,0.3,0,0.3,0.552,0,0.552,0.282,0,0.282,0.359,0,0.359,0.137,0,0.137,0.333,0,0.333,0.422,0,0.422,0.494,0,0.494,0.178,0,0.178,0.467,0,0.467,0.294,0,0.294,0.399,0,0.399,0.568,0,0.568,0.335,0,0.335,0.357,0,0.357,0.528,0,0.528,0.475,0,0.475
"Venezuela",862,"VE",2020-08-10,0.137,0.137,0,0.25,0.25,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Chile",152,"CL",2020-08-11,0.11,0.11,0,1,1,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-08-11,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-08-11,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"El Salvador",222,"SV",2020-08-11,0.11,0.11,0,0.625,0.625,0,1,1,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Guatemala",320,"GT",2020-08-11,0.11,0.11,0,0.25,0.25,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.25,0.25,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Honduras",340,"HN",2020-08-11,0.11,0.11,0,0.25,0.25,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,0.5,0.5,0,1,1,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Israel",376,"IL",2020-08-11,0.11,0.11,0,1,1,0,1,1,0,0.2,0.2,0,0.4,0.4,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.25,0.25,0,1,1,0,1,1,0,0.375,0.375,0,0.5,0.5,0,0.75,0.75,0
"Jordan",400,"JO",2020-08-11,0.137,0.137,0,0.625,0.625,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0.625,0.625,0,0.875,0.875,0,0.75,0.75,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0
